work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,predicted_salary_usd
2024,Senior,Full-Time,Robotics Software Engineer,282000,US,On-Site,US,Medium,225722
2023,Senior,Full-Time,Research Scientist,200000,US,On-Site,US,Medium,207266
2024,Mid-Level,Full-Time,Data Scientist,75705,US,On-Site,US,Medium,135556
2023,Senior,Full-Time,Machine Learning Engineer,124000,CA,On-Site,CA,Medium,177771
2024,Senior,Full-Time,Data Engineer,147500,US,Fully Remote,US,Medium,159871
2023,Senior,Full-Time,Data Architect,150000,US,On-Site,US,Medium,161326
2023,Mid-Level,Full-Time,Data Scientist,157000,US,Fully Remote,US,Medium,141014
2023,Mid-Level,Full-Time,Data Science,235000,US,Fully Remote,US,Medium,133685
2023,Senior,Full-Time,BI Developer,105000,US,On-Site,US,Medium,129636
2024,Mid-Level,Full-Time,Data Manager,128000,US,On-Site,US,Medium,113053
2023,Senior,Full-Time,Data Scientist,182000,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Data Scientist,170700,US,On-Site,US,Medium,171625
2023,Senior,Full-Time,Business Intelligence Analyst,194521,US,On-Site,US,Medium,138060
2024,Senior,Full-Time,Data Engineer,295000,US,On-Site,US,Medium,162159
2024,Senior,Full-Time,Data Science,144200,US,On-Site,US,Medium,164623
2024,Entry-Level,Full-Time,Business Intelligence,166000,US,Fully Remote,US,Medium,119667
2023,Senior,Full-Time,Data Engineer,197400,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Machine Learning Engineer,145000,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Data Analyst,100000,GB,Fully Remote,GB,Medium,83701
2023,Senior,Full-Time,BI Developer,197000,US,On-Site,US,Medium,129636
2023,Mid-Level,Full-Time,Data Analyst,86128,GB,On-Site,GB,Medium,70536
2023,Senior,Full-Time,Data Engineer,174350,US,Fully Remote,US,Medium,158529
2023,Mid-Level,Full-Time,Data Engineer,115300,US,Fully Remote,US,Medium,137804
2022,Senior,Full-Time,Data Scientist,185000,US,Fully Remote,US,Medium,163950
2023,Mid-Level,Full-Time,Data Analyst,72000,US,On-Site,US,Medium,106011
2024,Entry-Level,Full-Time,Data Scientist,144650,US,On-Site,US,Medium,108461
2024,Executive,Full-Time,Data Science Director,106666,ES,Fully Remote,ES,Large,122090
2023,Senior,Full-Time,ML Engineer,276000,US,On-Site,US,Medium,206066
2023,Senior,Full-Time,Data Engineer,385000,US,On-Site,US,Medium,163312
2023,Mid-Level,Full-Time,Data Analyst,110000,US,On-Site,US,Medium,106011
2023,Mid-Level,Full-Time,Data Scientist,250000,US,On-Site,US,Medium,140360
2023,Senior,Full-Time,Data Engineer,280000,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Data Scientist,172100,US,On-Site,US,Medium,173369
2022,Senior,Full-Time,Analytics Engineer,116250,US,Fully Remote,US,Medium,140065
2022,Executive,Full-Time,Head of Data,160000,US,On-Site,US,Medium,205514
2023,Mid-Level,Full-Time,Machine Learning Engineer,150450,US,Fully Remote,US,Medium,155230
2023,Mid-Level,Full-Time,Data Engineer,72593,GB,On-Site,GB,Medium,85775
2023,Senior,Full-Time,Data Scientist,123000,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Scientist,253430,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Scientist,275300,US,Fully Remote,US,Medium,174953
2024,Entry-Level,Full-Time,Data Scientist,58400,US,On-Site,US,Medium,108461
2023,Mid-Level,Full-Time,Data Engineer,99000,CA,Fully Remote,CA,Medium,135900
2023,Mid-Level,Full-Time,Data Scientist,225300,US,On-Site,US,Medium,140360
2022,Senior,Full-Time,Data Scientist,47280,ES,On-Site,ES,Medium,61435
2023,Senior,Full-Time,Business Intelligence Engineer,192000,US,On-Site,US,Medium,142464
2024,Executive,Full-Time,Data Architect,210000,US,Fully Remote,US,Medium,215476
2023,Senior,Full-Time,Data Scientist,177300,US,On-Site,US,Medium,173369
2023,Mid-Level,Full-Time,Data Manager,73500,US,On-Site,US,Medium,113649
2023,Senior,Full-Time,Data Engineer,90000,US,On-Site,US,Medium,163312
2024,Mid-Level,Full-Time,Data Engineer,194000,US,On-Site,US,Medium,137171
2024,Senior,Full-Time,Data Scientist,170000,US,Fully Remote,US,Medium,175703
2024,Entry-Level,Full-Time,Data Analyst,105000,US,On-Site,US,Medium,93773
2023,Senior,Full-Time,Data Engineer,177500,US,On-Site,US,Medium,163312
2023,Mid-Level,Full-Time,ML Engineer,155000,US,On-Site,US,Medium,170370
2024,Mid-Level,Full-Time,Data Scientist,220000,US,On-Site,US,Medium,135556
2023,Mid-Level,Full-Time,Data Scientist,59382,ES,On-Site,ES,Medium,61310
2022,Mid-Level,Full-Time,Data Analyst,100000,US,Fully Remote,US,Medium,99636
2023,Senior,Full-Time,Machine Learning Engineer,121000,US,On-Site,US,Medium,201918
2024,Entry-Level,Full-Time,Research Analyst,90000,US,On-Site,US,Medium,130194
2023,Senior,Full-Time,Research Engineer,184800,US,On-Site,US,Medium,207266
2024,Entry-Level,Full-Time,Research Analyst,124000,US,On-Site,US,Medium,130194
2023,Senior,Full-Time,Data Analyst,82200,US,Fully Remote,US,Medium,122680
2023,Senior,Full-Time,NLP Engineer,64781,ES,Fully Remote,ES,Medium,96707
2023,Senior,Full-Time,Data Architect,138000,GB,Fully Remote,GB,Medium,104322
2024,Senior,Full-Time,Data Analyst,134500,US,On-Site,US,Medium,130006
2024,Mid-Level,Full-Time,Data Specialist,111000,US,On-Site,US,Medium,99453
2023,Senior,Full-Time,Data Engineer,370000,US,On-Site,US,Medium,163312
2024,Executive,Full-Time,Head of Data,182000,US,On-Site,US,Medium,216497
2024,Senior,Full-Time,Data Engineer,233200,US,On-Site,US,Medium,162159
2024,Mid-Level,Full-Time,Data Engineer,97935,US,On-Site,US,Medium,137171
2023,Senior,Full-Time,Data Scientist,155600,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Science,95100,US,Fully Remote,US,Medium,154410
2023,Senior,Full-Time,Data Analyst,206500,US,Fully Remote,US,Medium,122680
2023,Senior,Full-Time,Data Scientist,222000,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Scientist,130500,US,On-Site,US,Medium,173369
2024,Mid-Level,Full-Time,Machine Learning Engineer,160000,US,On-Site,US,Medium,165956
2023,Mid-Level,Full-Time,Data Engineer,180000,US,On-Site,US,Medium,141383
2024,Entry-Level,Full-Time,Data Management Analyst,145000,US,On-Site,US,Medium,88977
2024,Mid-Level,Full-Time,Data Scientist,190000,US,Fully Remote,US,Medium,138704
2023,Senior,Full-Time,Data Scientist,209450,US,Fully Remote,US,Medium,174953
2023,Executive,Full-Time,Head of Data,269600,US,On-Site,US,Medium,217967
2023,Senior,Full-Time,Data Architect,80000,US,On-Site,US,Medium,161326
2023,Senior,Full-Time,Machine Learning Engineer,165500,US,Fully Remote,US,Medium,188539
2024,Senior,Full-Time,Data Engineer,130000,US,Fully Remote,US,Medium,159871
2023,Senior,Full-Time,Data Scientist,233300,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Data Architect,175000,US,On-Site,US,Medium,167461
2024,Mid-Level,Full-Time,Data Scientist,60000,US,On-Site,US,Medium,135556
2023,Senior,Full-Time,Data Analyst,120250,US,Fully Remote,US,Medium,122680
2024,Senior,Full-Time,Machine Learning Engineer,208000,US,Fully Remote,US,Medium,196074
2023,Mid-Level,Full-Time,Data Engineer,116500,US,Fully Remote,US,Medium,137804
2021,Mid-Level,Full-Time,Data Science Lead,150000,US,Fully Remote,US,Medium,140791
2023,Senior,Full-Time,Data Analyst,126000,US,On-Site,US,Medium,128320
2023,Mid-Level,Full-Time,Data Analytics Manager,140000,US,On-Site,US,Medium,130332
2024,Senior,Full-Time,Machine Learning Scientist,277000,US,On-Site,US,Medium,204638
2023,Senior,Full-Time,Data Engineer,108308,GB,Fully Remote,GB,Medium,97065
2024,Senior,Full-Time,Data Architect,117000,US,On-Site,US,Medium,167461
2023,Mid-Level,Full-Time,Research Analyst,102000,US,On-Site,US,Medium,114512
2024,Entry-Level,Full-Time,Data Analyst,94600,US,On-Site,US,Medium,93773
2023,Mid-Level,Contract,Machine Learning Engineer,105000,US,Fully Remote,US,Small,145949
2023,Senior,Full-Time,Data Scientist,285800,US,Fully Remote,US,Medium,174953
2024,Mid-Level,Full-Time,Data Visualization Specialist,170200,US,On-Site,US,Medium,126238
2024,Executive,Full-Time,BI Developer,130000,US,On-Site,US,Medium,135069
2024,Senior,Full-Time,Data Scientist,81250,GB,On-Site,GB,Medium,114350
2023,Mid-Level,Freelance,Data Science Consultant,21000,PK,Fully Remote,LU,Small,22098
2024,Senior,Full-Time,Analytics Engineer,137871,US,Fully Remote,US,Medium,164732
2023,Senior,Full-Time,Data Architect,115000,US,Fully Remote,US,Medium,173332
2023,Senior,Full-Time,Analytics Engineer,178560,US,On-Site,US,Medium,176399
2024,Entry-Level,Full-Time,Research Analyst,120000,US,Fully Remote,US,Medium,126073
2023,Senior,Full-Time,Research Analyst,107000,US,On-Site,US,Medium,140074
2023,Senior,Full-Time,Applied Scientist,159100,US,On-Site,US,Large,223259
2023,Mid-Level,Full-Time,Machine Learning Engineer,180000,US,Fully Remote,US,Medium,155230
2024,Senior,Full-Time,Machine Learning Engineer,132300,US,On-Site,US,Medium,204712
2023,Senior,Full-Time,Data Analyst,185000,US,Fully Remote,US,Medium,122680
2023,Mid-Level,Full-Time,Data Engineer,129192,GB,On-Site,GB,Medium,85775
2023,Executive,Full-Time,Head of Data,142200,US,On-Site,US,Medium,217967
2022,Senior,Full-Time,Data Analyst,130000,US,On-Site,US,Medium,118314
2024,Senior,Full-Time,Machine Learning Scientist,170000,US,On-Site,US,Medium,204638
2023,Mid-Level,Full-Time,Data Scientist,212000,US,On-Site,US,Medium,140360
2023,Senior,Full-Time,Data Analyst,138000,US,Fully Remote,US,Medium,122680
2023,Senior,Full-Time,Data Scientist,127950,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Scientist,197500,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Engineer,108000,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,Machine Learning Scientist,222000,US,On-Site,US,Medium,202477
2023,Senior,Full-Time,Data Analyst,75000,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Data Engineer,160000,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,Data Scientist,132500,US,On-Site,US,Medium,173369
2024,Entry-Level,Freelance,Applied Data Scientist,30000,GB,Fully Remote,GB,Medium,43739
2024,Senior,Full-Time,Business Intelligence Analyst,67993,ZA,On-Site,ZA,Medium,70121
2023,Senior,Full-Time,Data Scientist,180000,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Applied Scientist,212800,US,On-Site,US,Large,223259
2023,Senior,Full-Time,Data Architect,204000,US,Fully Remote,US,Medium,173332
2023,Senior,Full-Time,Data Engineer,210000,US,Fully Remote,US,Medium,158529
2024,Entry-Level,Full-Time,Data Analyst,61700,US,Fully Remote,US,Medium,92098
2024,Senior,Full-Time,Research Engineer,144600,US,On-Site,US,Medium,215335
2023,Mid-Level,Full-Time,Data Scientist,135000,US,Fully Remote,US,Medium,141014
2023,Mid-Level,Full-Time,Research Engineer,130000,US,Fully Remote,US,Medium,158237
2023,Senior,Full-Time,Data Analyst,81666,US,Fully Remote,US,Medium,122680
2024,Senior,Full-Time,Data Scientist,130000,US,Fully Remote,US,Medium,175703
2024,Senior,Full-Time,Data Engineer,135000,US,On-Site,US,Medium,162159
2024,Senior,Full-Time,AI Architect,289000,US,Fully Remote,US,Large,271295
2023,Senior,Full-Time,Data Analyst,185900,US,On-Site,US,Medium,128320
2024,Senior,Full-Time,BI Data Analyst,66666,DE,Hybrid,DE,Small,67578
2022,Mid-Level,Full-Time,Data Engineer,98506,GB,Fully Remote,GB,Medium,80278
2023,Senior,Full-Time,Applied Scientist,135200,US,On-Site,US,Medium,186452
2024,Senior,Full-Time,Analytics Engineer,120000,CA,Fully Remote,CA,Medium,220714
2023,Senior,Full-Time,Data Architect,280100,US,Fully Remote,US,Medium,173332
2023,Mid-Level,Full-Time,Data Engineer,130400,US,On-Site,US,Medium,141383
2024,Senior,Full-Time,Data Analyst,95584,DE,Fully Remote,DE,Medium,89296
2024,Senior,Full-Time,Applied Scientist,180000,US,Fully Remote,US,Medium,207614
2022,Senior,Full-Time,Data Specialist,70000,US,On-Site,US,Medium,106672
2024,Senior,Full-Time,Data Analyst,136000,US,On-Site,US,Medium,130006
2023,Mid-Level,Full-Time,Research Scientist,340000,US,Fully Remote,US,Medium,171266
2022,Entry-Level,Full-Time,Data Scientist,100000,US,Fully Remote,US,Medium,111186
2023,Senior,Full-Time,Data Engineer,109400,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Research Analyst,185000,US,On-Site,US,Medium,140074
2022,Executive,Full-Time,Machine Learning Scientist,180000,US,Fully Remote,US,Small,194995
2023,Senior,Full-Time,Data Scientist,166000,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Machine Learning Engineer,263500,US,Fully Remote,US,Medium,196074
2024,Senior,Full-Time,Data Analyst,110000,US,On-Site,US,Medium,130006
2023,Mid-Level,Full-Time,Data Analyst,80000,US,Fully Remote,US,Medium,100557
2023,Senior,Full-Time,Data Scientist,179000,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Machine Learning Engineer,255000,US,Fully Remote,US,Medium,196074
2023,Senior,Full-Time,Data Analyst,106800,US,On-Site,US,Medium,128320
2024,Mid-Level,Full-Time,Prompt Engineer,200800,US,On-Site,US,Medium,174696
2024,Mid-Level,Full-Time,Data Engineer,180000,US,On-Site,US,Medium,137171
2023,Senior,Full-Time,Data Product Manager,137500,US,On-Site,US,Medium,166360
2023,Senior,Full-Time,Prompt Engineer,140000,US,On-Site,US,Medium,175046
2023,Mid-Level,Full-Time,Data Analyst,116700,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,Research Scientist,140000,US,On-Site,US,Medium,207266
2022,Mid-Level,Full-Time,Data Operations Engineer,100000,US,Fully Remote,US,Medium,102990
2024,Mid-Level,Full-Time,Data Engineer,85750,US,On-Site,US,Medium,137171
2023,Entry-Level,Full-Time,Data Analyst,50000,US,On-Site,US,Medium,86195
2022,Senior,Full-Time,Data Science Manager,172200,US,On-Site,US,Medium,184487
2023,Mid-Level,Full-Time,Data Engineer,85800,US,On-Site,US,Medium,141383
2023,Senior,Full-Time,Data Engineer,135000,US,Fully Remote,US,Medium,158529
2022,Senior,Full-Time,Analytics Engineer,63000,US,On-Site,US,Medium,161330
2022,Mid-Level,Full-Time,Data Engineer,67723,GB,Fully Remote,GB,Medium,80278
2023,Mid-Level,Full-Time,Data Engineer,67056,GB,On-Site,GB,Medium,85775
2023,Mid-Level,Full-Time,Data Specialist,110000,US,On-Site,US,Medium,103265
2023,Mid-Level,Full-Time,Business Intelligence Analyst,80505,CA,On-Site,CA,Medium,100978
2024,Mid-Level,Full-Time,Research Scientist,150000,US,Fully Remote,US,Medium,161179
2023,Senior,Full-Time,Data Engineer,195800,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Research Engineer,168000,FR,On-Site,FR,Medium,199080
2024,Senior,Full-Time,Business Intelligence,132900,US,On-Site,US,Medium,152508
2023,Senior,Full-Time,Machine Learning Engineer,104000,US,On-Site,US,Medium,201918
2024,Senior,Full-Time,Business Intelligence Analyst,86000,US,On-Site,US,Medium,138010
2023,Senior,Full-Time,Research Analyst,135960,US,On-Site,US,Medium,140074
2022,Senior,Full-Time,Data Scientist,168000,US,Fully Remote,US,Medium,163950
2020,Entry-Level,Contract,Staff Data Analyst,44753,CA,Hybrid,CA,Large,55000
2023,Senior,Full-Time,Data Scientist,118575,CA,Fully Remote,CA,Medium,159714
2023,Senior,Full-Time,Research Scientist,220000,US,On-Site,US,Medium,207266
2023,Senior,Full-Time,Data Scientist,150000,US,Fully Remote,US,Medium,174953
2023,Mid-Level,Full-Time,Machine Learning Engineer,172200,US,On-Site,US,Medium,167075
2024,Mid-Level,Full-Time,Data Manager,83300,US,On-Site,US,Medium,113053
2023,Mid-Level,Full-Time,Data Engineer,73400,US,On-Site,US,Medium,141383
2024,Entry-Level,Full-Time,Research Analyst,83200,US,Fully Remote,US,Medium,126073
2024,Mid-Level,Full-Time,Data Engineer,200000,US,Fully Remote,US,Medium,136086
2024,Mid-Level,Full-Time,Data Management Analyst,76050,US,Fully Remote,US,Medium,104902
2023,Mid-Level,Full-Time,AI Developer,200000,US,Fully Remote,US,Medium,181732
2023,Mid-Level,Full-Time,Data Analyst,80000,US,On-Site,US,Medium,106011
2023,Executive,Full-Time,Data Analyst,70000,US,Fully Remote,US,Medium,136741
2023,Entry-Level,Full-Time,Data Analyst,47500,US,On-Site,US,Medium,86195
2023,Mid-Level,Full-Time,Data Engineer,220000,CA,Fully Remote,CA,Medium,135900
2023,Senior,Full-Time,Machine Learning Engineer,130100,US,On-Site,US,Medium,201918
2024,Senior,Full-Time,Data Engineer,270250,US,On-Site,US,Medium,162159
2023,Senior,Full-Time,Data Science Manager,160000,US,Fully Remote,US,Medium,205920
2024,Senior,Full-Time,Data Engineer,93300,US,On-Site,US,Medium,162159
2023,Mid-Level,Full-Time,Data Engineer,95000,US,Fully Remote,US,Medium,137804
2024,Senior,Full-Time,Data Scientist,237600,US,On-Site,US,Medium,171625
2024,Mid-Level,Full-Time,Data Engineer,215500,US,On-Site,US,Medium,137171
2023,Senior,Full-Time,Data Engineer,120000,US,Fully Remote,US,Medium,158529
2024,Mid-Level,Full-Time,Data Engineer,95000,US,Fully Remote,US,Medium,136086
2023,Senior,Full-Time,Data Science Manager,198200,US,Fully Remote,US,Medium,205920
2023,Senior,Full-Time,Analytics Engineer,196000,US,On-Site,US,Medium,176399
2023,Senior,Full-Time,Data Engineer,241000,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Data Scientist,78000,US,On-Site,US,Medium,173369
2024,Mid-Level,Full-Time,Data Analyst,121000,US,On-Site,US,Medium,107663
2023,Senior,Full-Time,Data Engineer,172000,US,Fully Remote,US,Medium,158529
2024,Senior,Full-Time,Data Engineer,176000,US,On-Site,US,Medium,162159
2023,Mid-Level,Full-Time,Data Analyst,48000,US,Fully Remote,US,Medium,100557
2023,Mid-Level,Full-Time,Data Engineer,67672,GB,Fully Remote,GB,Medium,80273
2023,Senior,Full-Time,Data Engineer,240500,US,On-Site,US,Large,163396
2023,Senior,Full-Time,Data Analyst,105500,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Data Analyst,177000,US,Fully Remote,US,Medium,122680
2023,Senior,Full-Time,Deep Learning Engineer,100017,CA,Fully Remote,CA,Medium,170711
2023,Senior,Full-Time,Analytics Engineer,214000,US,On-Site,US,Medium,176399
2024,Senior,Full-Time,Business Intelligence Analyst,68750,GB,On-Site,GB,Medium,85507
2024,Senior,Full-Time,Robotics Engineer,165000,US,On-Site,US,Medium,145262
2024,Mid-Level,Full-Time,Research Engineer,38888,PT,On-Site,PT,Medium,62119
2023,Senior,Full-Time,Data Engineer,150600,GB,Fully Remote,GB,Medium,97065
2023,Senior,Full-Time,Data Architect,250500,US,On-Site,US,Medium,161326
2023,Mid-Level,Full-Time,Data Scientist,140000,US,Fully Remote,US,Medium,141014
2023,Mid-Level,Full-Time,Data Analyst,90000,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,Data Analyst,150000,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Data Engineer,150000,US,On-Site,US,Medium,163312
2024,Senior,Full-Time,Data Analyst,117000,US,On-Site,US,Medium,130006
2023,Senior,Full-Time,Data Analyst,85700,US,On-Site,US,Medium,128320
2024,Senior,Full-Time,Data Analyst,163700,US,On-Site,US,Medium,130006
2024,Senior,Full-Time,Data Scientist,174300,US,On-Site,US,Medium,171625
2024,Senior,Full-Time,Machine Learning Engineer,304750,US,On-Site,US,Medium,204712
2023,Senior,Full-Time,Data Engineer,144100,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Data Scientist,181000,CA,On-Site,CA,Medium,154796
2024,Mid-Level,Full-Time,Machine Learning Engineer,150000,US,On-Site,US,Medium,165956
2024,Mid-Level,Full-Time,Data Scientist,127300,US,On-Site,US,Large,132215
2023,Senior,Full-Time,ML Engineer,110000,CA,Fully Remote,CA,Medium,167565
2023,Senior,Full-Time,Machine Learning Engineer,263500,US,Fully Remote,US,Medium,188539
2024,Senior,Full-Time,Data Scientist,126500,US,Fully Remote,US,Medium,175703
2024,Senior,Full-Time,MLOps Engineer,175000,US,On-Site,US,Medium,197146
2024,Entry-Level,Full-Time,Machine Learning Engineer,91000,US,On-Site,US,Medium,131922
2023,Senior,Full-Time,Data Analyst,93918,US,On-Site,US,Medium,128320
2022,Senior,Full-Time,Data Analyst,95000,US,On-Site,US,Medium,118314
2023,Senior,Full-Time,Data Engineer,180000,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,Data Analyst,167000,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Data Engineer,185100,US,Fully Remote,US,Medium,158529
2024,Senior,Full-Time,Data Engineer,100006,CA,On-Site,CA,Medium,149704
2023,Mid-Level,Full-Time,Head of Data Science,60805,IN,Hybrid,IN,Large,46808
2024,Senior,Full-Time,Data Engineer,148000,US,Fully Remote,US,Medium,159871
2024,Mid-Level,Full-Time,Data Analyst,187000,US,On-Site,US,Medium,107663
2023,Senior,Full-Time,Data Scientist,100000,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Machine Learning Engineer,140000,US,On-Site,US,Medium,204712
2023,Mid-Level,Full-Time,Data Analyst,121000,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,Data Scientist,174000,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Scientist,203000,US,Fully Remote,US,Medium,174953
2024,Senior,Full-Time,Data Engineer,130000,US,On-Site,US,Medium,162159
2023,Senior,Full-Time,Analytics Engineer,143200,US,On-Site,US,Medium,176399
2023,Senior,Full-Time,Data Engineer,227500,US,Fully Remote,US,Medium,158529
2022,Senior,Full-Time,Data Engineer,230000,US,Fully Remote,US,Medium,157016
2023,Executive,Full-Time,Head of Machine Learning,188000,US,On-Site,US,Medium,250316
2024,Entry-Level,Full-Time,Data Analyst,70000,US,On-Site,US,Medium,93773
2022,Mid-Level,Full-Time,BI Analyst,78000,BR,Fully Remote,BR,Medium,73195
2023,Senior,Full-Time,Machine Learning Engineer,215000,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Data Engineer,96800,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,AI Engineer,240000,US,On-Site,US,Medium,176286
2023,Mid-Level,Full-Time,Data Scientist,110000,US,On-Site,US,Medium,140360
2023,Senior,Full-Time,Machine Learning Engineer,220000,US,On-Site,US,Medium,201918
2023,Mid-Level,Full-Time,Business Intelligence Analyst,100631,CA,On-Site,CA,Medium,100978
2023,Mid-Level,Full-Time,Autonomous Vehicle Technician,120000,GB,Hybrid,GB,Medium,97095
2024,Mid-Level,Full-Time,Data Science Manager,188500,US,On-Site,US,Medium,186008
2024,Senior,Full-Time,Data Scientist,190500,CA,Fully Remote,CA,Medium,163394
2022,Mid-Level,Full-Time,Data Scientist,115573,NL,On-Site,NL,Medium,57747
2023,Senior,Full-Time,Data Scientist,219000,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Research Scientist,141300,US,Fully Remote,US,Medium,187715
2022,Senior,Full-Time,Data Engineer,193750,US,Fully Remote,US,Medium,157016
2024,Senior,Full-Time,Data Analyst,128800,US,On-Site,US,Medium,130006
2023,Senior,Full-Time,Machine Learning Engineer,175000,US,Fully Remote,US,Medium,188539
2023,Senior,Full-Time,Machine Learning Scientist,180514,GB,Fully Remote,GB,Medium,128965
2023,Senior,Full-Time,Analytics Engineer,138000,US,On-Site,US,Medium,176399
2024,Entry-Level,Full-Time,Research Analyst,110000,US,On-Site,US,Medium,130194
2022,Mid-Level,Full-Time,Data Engineer,80000,US,Fully Remote,US,Medium,138127
2022,Senior,Full-Time,Data Analyst,104000,US,Fully Remote,US,Medium,118871
2023,Senior,Full-Time,Data Scientist,140000,US,On-Site,US,Medium,173369
2024,Entry-Level,Full-Time,Data Science,80000,US,On-Site,US,Medium,112868
2023,Senior,Full-Time,Analytics Engineer,112500,US,On-Site,US,Medium,176399
2024,Senior,Full-Time,Research Scientist,132500,US,On-Site,US,Medium,215335
2024,Mid-Level,Full-Time,Data Engineer,167500,US,On-Site,US,Medium,137171
2022,Senior,Full-Time,Analytics Engineer,231250,US,Fully Remote,US,Medium,140065
2023,Senior,Full-Time,Research Scientist,120000,US,On-Site,US,Medium,207266
2023,Senior,Full-Time,Data Scientist,285800,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Analytics Engineer,329200,CA,Fully Remote,CA,Medium,220714
2023,Entry-Level,Full-Time,Data Scientist,135000,US,On-Site,US,Medium,111924
2023,Senior,Full-Time,Data Architect,132000,US,Fully Remote,US,Medium,173332
2023,Senior,Full-Time,Data Engineer,186700,US,Fully Remote,US,Medium,158529
2024,Senior,Full-Time,Data Scientist,185900,US,On-Site,US,Medium,171625
2024,Mid-Level,Full-Time,Data Engineer,103000,US,On-Site,US,Medium,137171
2023,Senior,Full-Time,Data Engineer,85000,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,Data Scientist,266000,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Data Scientist,136000,US,Fully Remote,US,Medium,175703
2023,Mid-Level,Full-Time,Machine Learning Engineer,72000,VN,Fully Remote,VN,Medium,69374
2023,Senior,Full-Time,Machine Learning Engineer,230000,US,On-Site,US,Medium,201918
2024,Senior,Full-Time,Data Engineer,116600,US,Fully Remote,US,Medium,159871
2022,Entry-Level,Full-Time,Data Engineer,49253,GB,Fully Remote,GB,Medium,61710
2024,Mid-Level,Full-Time,Data Engineer,81250,GB,On-Site,GB,Medium,75449
2023,Senior,Full-Time,Data Scientist,175000,US,On-Site,US,Medium,173369
2024,Entry-Level,Full-Time,Data Scientist,61111,DE,Hybrid,DE,Medium,70387
2023,Senior,Full-Time,Data Scientist,90000,GB,On-Site,GB,Medium,123539
2023,Senior,Full-Time,Machine Learning Engineer,170000,US,Fully Remote,US,Medium,188539
2023,Senior,Full-Time,Data Scientist,199098,US,Fully Remote,US,Medium,174953
2022,Mid-Level,Full-Time,Data Analytics Consultant,113000,US,Fully Remote,US,Large,111713
2023,Senior,Full-Time,Data Management Specialist,139500,US,On-Site,US,Medium,135577
2024,Entry-Level,Full-Time,Data Analyst,41419,US,Fully Remote,US,Medium,92098
2024,Senior,Full-Time,Machine Learning Engineer,96900,US,On-Site,US,Medium,204712
2023,Senior,Full-Time,Data Scientist,147400,US,On-Site,US,Medium,173369
2024,Mid-Level,Full-Time,ML Engineer,80420,US,On-Site,US,Medium,158390
2022,Senior,Full-Time,Data Scientist,125000,US,On-Site,US,Medium,152924
2023,Senior,Full-Time,Data Scientist,136000,US,On-Site,US,Medium,173369
2024,Senior,Full-Time,Research Engineer,240960,US,On-Site,US,Medium,215335
2024,Senior,Full-Time,Data Scientist,193000,US,On-Site,US,Medium,171625
2023,Senior,Full-Time,Machine Learning Engineer,370000,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Data Architect,81800,US,On-Site,US,Medium,161326
2023,Senior,Full-Time,Data Scientist,202000,US,Fully Remote,US,Medium,174953
2024,Entry-Level,Full-Time,Data Analyst,147000,US,On-Site,US,Medium,93773
2023,Mid-Level,Full-Time,Data Engineer,115092,US,On-Site,US,Medium,141383
2022,Entry-Level,Full-Time,Data Analyst,50000,AR,Fully Remote,AR,Large,57484
2023,Mid-Level,Full-Time,Data Scientist,204500,US,On-Site,US,Medium,140360
